datetime,open,high,low,close,volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Ignore
2020-12-03,2.119,2.2279,2.074,2.0967,3182362.33,1607039999999,6879026.85046200,35011,1593558.08000000,3450275.35298300,0
2020-12-04,2.0967,2.1123,1.836,1.8535,1424943.39,1607126399999,2831580.00541900,22048,544808.26000000,1083720.43451000,0
2020-12-05,1.8507,1.983,1.82,1.9795,1087998.4,1607212799999,2064360.94969600,16814,526602.61000000,999685.61020800,0
2020-12-06,1.9795,1.9907,1.7956,1.8505,1125736.37,1607299199999,2103758.72958400,15434,551204.72000000,1030212.72927700,0
2020-12-07,1.8515,1.899,1.8088,1.8272,962743.7,1607385599999,1782235.42614400,10812,492102.73000000,912130.26948300,0
2020-12-08,1.8301,1.8301,1.6211,1.6631,2296665.59,1607471999999,3952989.97530300,24540,1167637.30000000,2008633.53815400,0
2020-12-09,1.66,1.6777,1.5,1.6592,2093499.32,1607558399999,3356724.79849500,21966,901840.97000000,1447636.48588300,0
2020-12-10,1.6599,1.6664,1.5395,1.5683,1061425.89,1607644799999,1690563.37483900,13882,504168.10000000,802192.26369100,0
2020-12-11,1.5739,1.5774,1.4328,1.4389,1429080.75,1607731199999,2118546.03852700,18371,671569.20000000,994477.02773300,0
2020-12-12,1.4368,1.5382,1.4366,1.4912,1423640.73,1607817599999,2138974.43902100,18488,621218.74000000,932275.61558400,0
2020-12-13,1.4909,1.7,1.4578,1.5701,1749534.43,1607903999999,2750609.24284000,21708,810044.93000000,1275662.32597500,0
2020-12-14,1.5651,1.6253,1.5224,1.5946,1503571.44,1607990399999,2364778.81718400,19860,738743.62000000,1163920.74743000,0
2020-12-15,1.594,1.8039,1.5875,1.7586,3562068.86,1608076799999,6137279.76181800,42721,1797556.42000000,3092999.47547400,0
2020-12-16,1.7577,1.7919,1.6025,1.7829,3098111.32,1608163199999,5244157.92667200,34965,1433511.89000000,2428119.08569000,0
2020-12-17,1.78,1.8064,1.6382,1.68,2528060.41,1608249599999,4361515.59614600,32457,1199898.97000000,2072016.58272100,0
2020-12-18,1.6769,1.7077,1.6307,1.7014,1127224.49,1608335999999,1881531.61042900,17837,507626.91000000,847600.74398000,0
2020-12-19,1.6987,1.7677,1.6595,1.6707,1332107.96,1608422399999,2284718.05837900,16842,640690.13000000,1099703.54313300,0
2020-12-20,1.6706,1.6889,1.521,1.5635,1368277.59,1608508799999,2205354.88754700,17088,612717.82000000,987714.97355600,0
2020-12-21,1.5605,1.62,1.49,1.5331,1265977.95,1608595199999,1962929.50956500,16182,625255.37000000,970772.03212700,0
2020-12-22,1.5354,1.5799,1.47,1.49,2035459.3,1608681599999,3101990.17831200,25013,985835.09000000,1506329.80636600,0
2020-12-23,1.49,1.5126,1.0301,1.198,4351555.9,1608767999999,5671452.63584900,41795,1910917.46000000,2477181.31149200,0
2020-12-24,1.1987,1.3888,1.1652,1.3612,1784967.07,1608854399999,2284843.15813900,25172,901826.00000000,1154667.47539200,0
2020-12-25,1.3641,1.4599,1.3417,1.4464,1391332.89,1608940799999,1960791.34808000,19273,654485.21000000,923164.39495300,0
2020-12-26,1.4488,1.4497,1.3118,1.3258,912192.33,1609027199999,1249352.52503100,14371,432672.84000000,593174.58029700,0
2020-12-27,1.324,1.417,1.2616,1.3037,2170898.45,1609113599999,2890460.60248400,30907,1053054.41000000,1404682.00101400,0
2020-12-28,1.3041,1.5223,1.2867,1.5172,2158620.57,1609199999999,3054831.73762000,29820,1148122.77000000,1628257.97155100,0
2020-12-29,1.5187,1.735,1.4388,1.6704,4870104.61,1609286399999,7729613.89439400,62766,2455411.27000000,3901035.23688200,0
2020-12-30,1.6734,1.6903,1.5235,1.535,2171296.28,1609372799999,3448579.36474300,31800,1106241.47000000,1757034.82199200,0
2020-12-31,1.5337,1.5523,1.42,1.5073,2169627.35,1609459199999,3244558.10504000,28938,1044003.01000000,1562137.45286200,0
2021-01-01,1.5088,1.86,1.499,1.8421,4421991.45,1609545599999,7454786.75142100,55297,2245799.78000000,3786558.94633000,0
2021-01-02,1.8421,2.0,1.7116,1.7999,5253819.62,1609631999999,9557980.68757600,66430,2823436.79000000,5138509.11614200,0
2021-01-03,1.7998,2.38,1.7973,2.1779,8318341.13,1609718399999,17482673.12198400,113481,4234769.76000000,8925287.22095500,0
2021-01-04,2.1789,2.4989,1.86,2.4909,7800814.8,1609804799999,17263517.83170600,122009,4012884.10000000,8935782.99605800,0
2021-01-05,2.4911,2.5093,2.0621,2.1636,6702006.99,1609891199999,15133557.77000300,102299,3156689.79000000,7157811.06265500,0
2021-01-06,2.1636,2.189,1.9017,1.9414,8451529.47,1609977599999,17221696.08486100,88678,3594065.46000000,7342479.15920300,0
2021-01-07,1.9404,2.65,1.9214,2.3635,30861006.24,1610063999999,70874327.56845300,271878,16442161.48000000,37873764.63307900,0
2021-01-08,2.3655,3.8,2.175,3.2214,29866396.67,1610150399999,88937219.79113700,221673,15326054.47000000,45285859.11180700,0
2021-01-09,3.212,3.6998,2.93,3.3829,9881188.65,1610236799999,32398842.92631900,109729,5107947.60000000,16773576.98437200,0
2021-01-10,3.3734,3.7517,3.1556,3.449,5819813.51,1610323199999,19820052.05907400,70395,2974378.74000000,10115504.61291200,0
2021-01-11,3.4455,3.5282,2.5795,3.1016,8734261.68,1610409599999,26060971.36973300,92843,4457743.46000000,13346938.24705900,0
2021-01-12,3.1016,3.88,3.058,3.6354,7075911.68,1610495999999,24684774.36672100,155651,3589655.74000000,12527196.51478300,0
2021-01-13,3.6354,3.637,3.2633,3.5242,5123655.8,1610582399999,17689395.16817700,99621,2399232.88000000,8278207.08056300,0
2021-01-14,3.5243,3.5955,3.1814,3.2921,6422109.73,1610668799999,21634400.51898500,96919,2874540.06000000,9683987.79983300,0
2021-01-15,3.2921,3.4489,2.9618,3.2475,4812542.83,1610755199999,15747506.37993800,74648,2344209.16000000,7689693.68513200,0
2021-01-16,3.2479,3.7081,3.2463,3.4247,8562549.63,1610841599999,29411668.95391700,124687,4373093.87000000,15055993.84116600,0
2021-01-17,3.4251,3.9876,3.3,3.8268,8531899.81,1610927999999,31265663.12121500,105174,4130508.62000000,15196205.70853600,0
2021-01-18,3.8243,4.17,3.6167,3.7868,6226924.77,1611014399999,24245044.14296300,78131,3026180.84000000,11790356.66987400,0
2021-01-19,3.7873,4.0498,3.6,3.6287,4768719.77,1611100799999,18206626.78596700,64919,2296602.21000000,8774318.87933100,0
2021-01-20,3.6288,3.7413,3.34,3.7166,4801640.28,1611187199999,17069848.35891500,74604,1932023.51000000,6889066.21353800,0
2021-01-21,3.7199,3.7411,2.9717,2.9899,4375407.94,1611273599999,14701372.41330500,60277,1964845.74000000,6614911.90983100,0
2021-01-22,2.9893,3.4992,2.5295,3.3352,6481502.65,1611359999999,20052814.35467700,83968,3116221.55000000,9669577.99765200,0
2021-01-23,3.3302,3.6,3.3056,3.5079,2269454.7,1611446399999,7924853.01216300,33884,1215667.11000000,4248640.73185500,0
2021-01-24,3.5018,3.79,3.4781,3.6278,2457759.67,1611532799999,8934610.12234500,32628,1200054.56000000,4371307.34440000,0
2021-01-25,3.6287,3.9928,3.4398,3.7038,6791542.33,1611619199999,24997969.21330100,82263,3317737.42000000,12228221.98800900,0
2021-01-26,3.7036,4.097,3.6478,4.041,6618303.9,1611705599999,25778078.43709200,75426,3482541.20000000,13582120.32655800,0
2021-01-27,4.0418,4.0422,3.5114,3.675,2491757.82,1611791999999,9309018.95941200,38794,1151705.71000000,4306099.29604800,0
2021-01-28,3.664,3.96,3.6,3.81,2055425.01,1611878399999,7853439.52432800,33822,1055600.91000000,4037852.52440400,0
2021-01-29,3.8092,3.912,3.6,3.8293,2992168.86,1611964799999,11255370.83607500,42872,1516015.16000000,5705753.91358300,0
2021-01-30,3.8301,4.3179,3.7667,4.228,3944655.04,1612051199999,15975662.22306400,61647,2127339.63000000,8615904.42831500,0
2021-01-31,4.228,4.805,4.154,4.2525,5438870.48,1612137599999,24123927.24661000,94648,2812948.97000000,12497054.91100500,0
2021-02-01,4.2568,4.617,4.1075,4.6148,2097052.47,1612223999999,9013963.45182100,43670,1011023.67000000,4351778.62000900,0
2021-02-02,4.6148,5.4026,4.4632,5.2331,5278922.61,1612310399999,26689709.64986000,107720,2753210.84000000,13896054.07179100,0
2021-02-03,5.243,5.783,5.0513,5.7311,3977458.72,1612396799999,21574159.89754800,79473,2105065.38000000,11425990.86920000,0
2021-02-04,5.7339,6.5426,5.5676,6.4085,5609382.39,1612483199999,33394633.20187300,102732,2314301.12000000,13795465.69029800,0
2021-02-05,6.4181,7.1438,6.4086,6.7005,4235525.49,1612569599999,28683157.53156300,95696,2243646.54000000,15188188.63428800,0
2021-02-06,6.7001,6.8181,5.7,6.1225,5040208.25,1612655999999,30867026.91600900,112912,2300328.92000000,14107341.63831500,0
2021-02-07,6.1219,6.8807,5.75,6.6976,5111066.89,1612742399999,32805036.40519300,100168,2688852.11000000,17292705.18877600,0
2021-02-08,6.6931,8.078,6.4554,7.855,6719151.08,1612828799999,49942119.46546100,119254,3375782.35000000,25078909.82784000,0
2021-02-09,7.8651,8.4945,7.55,7.8005,4803489.37,1612915199999,38293809.12597200,92202,2515176.91000000,20094486.64683100,0
2021-02-10,7.8005,9.09,7.26,9.09,4419421.79,1613001599999,36539932.53311700,103167,2276920.28000000,18846045.06561300,0
2021-02-11,9.0897,9.7425,8.72,9.2004,5694878.77,1613087999999,52587971.71661600,123562,2734762.93000000,25254896.23597400,0
2021-02-12,9.2058,9.93,9.0353,9.2,2867258.84,1613174399999,27168226.83055800,74162,1373932.34000000,13023384.46774800,0
2021-02-13,9.2007,9.5117,8.658,8.7441,3487478.68,1613260799999,31507609.16243600,80835,1544045.90000000,13974106.85635800,0
2021-02-14,8.7448,9.23,8.5293,8.7158,2889949.04,1613347199999,25413161.64747000,72201,1338145.40000000,11766501.36841900,0
2021-02-15,8.7234,9.38,7.7,8.8516,3424896.19,1613433599999,29417065.02909700,74311,1674730.11000000,14428120.90388200,0
2021-02-16,8.866,9.0,7.9601,8.3002,2257217.69,1613519999999,19153014.48074000,49157,1033564.66000000,8772332.42746200,0
2021-02-17,8.3035,8.45,7.5182,8.2357,3331645.44,1613606399999,26819100.25240600,71460,1361489.02000000,10948685.42461900,0
2021-02-18,8.2412,9.32,8.23,8.9771,2479859.19,1613692799999,21998195.01792500,63813,1190009.48000000,10547463.79912500,0
2021-02-19,8.988,11.85,8.5257,11.4912,7106323.06,1613779199999,72459294.27983500,170333,3382306.81000000,34635505.52327900,0
2021-02-20,11.4845,11.8327,9.754,9.9869,4731324.37,1613865599999,50507984.93860300,110824,2350233.79000000,25151866.66562800,0
2021-02-21,9.9849,11.6707,9.8101,11.0753,3694265.15,1613951999999,39855306.18093800,92042,1857032.87000000,20052232.43975200,0
2021-02-22,11.0738,14.8,9.1,14.4191,14711670.8,1614038399999,169938699.22889400,307004,7451304.28000000,85805783.02251900,0
2021-02-23,14.4176,15.8888,11.47,15.2244,24306320.76,1614124799999,343036326.06257500,548657,11887287.46000000,167776263.13937400,0
2021-02-24,15.2389,18.2052,14.7917,17.1691,10777544.75,1614211199999,177956628.83810100,248041,5595243.98000000,92461306.99756300,0
2021-02-25,17.1745,17.69,13.6579,13.8442,9520373.92,1614297599999,151275933.81870300,210627,4851015.20000000,77197221.43929500,0
2021-02-26,13.8565,15.5083,13.1,13.5962,8029513.17,1614383999999,113366684.18319600,188509,3969929.95000000,56090649.27134400,0
2021-02-27,13.5864,14.8359,13.01,13.1916,6232463.19,1614470399999,86421910.08308900,166289,3090805.34000000,42877788.44948500,0
2021-02-28,13.1853,13.7739,11.417,13.0887,7231344.75,1614556799999,90254864.65840800,181689,3640193.55000000,45427145.40229300,0
2021-03-01,13.08,15.5469,13.0102,14.9855,5511248.26,1614643199999,80299278.75896700,155523,2825774.63000000,41171976.29842200,0
2021-03-02,14.9989,15.25,13.3544,13.9438,4128426.11,1614729599999,58918570.78388900,111524,2083806.42000000,29627020.12210400,0
2021-03-03,13.9546,14.738,13.7018,14.0742,3277327.93,1614815999999,46641795.22043900,96740,1609658.78000000,22905838.53724700,0
